Product,Price,Description,Url 
"
Corsair Carbide Series 275R Tempered Glass, ikkunallinen ATX-miditornikotelo, musta
","89,90 
                                        ","Anna minimalistisen designin viedä mennessään! | Sivuikkuna valmistettu karkaistusta lasista!  
                                        ",jimms.fi/fi/Product/Show/138197/cc-9011132-ww/corsair-carbide-series-275r-tempered-glass-ikkunallinen-atx-miditornikotelo-musta
"
Jonsbo U3 Black, mATX-kotelo, musta
","78,90 
                                        ","Kun kaipaat laatua, valitse Jonsbo!  
                                        ",jimms.fi/fi/Product/Show/162350/u3-black/jonsbo-u3-black-matx-kotelo-musta
"
Phanteks (B-stock) Enthoo Evolv Shift X, ikkunallinen mITX -kotelo, musta
","152,10 
                                        ","Tämä tuote on asiakaspalautus! Äärimmäisen näyttävä kotelovaihtoehto Mini ITX -kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/164453/ph-es217xe-bk-bst1/phanteks-b-stock-enthoo-evolv-shift-x-ikkunallinen-mitx-kotelo-musta
"
BitFenix NOVA MESH TG, ikkunallinen E-ATX -miditornikotelo, valkoinen
","68,90 
                                        ","Suosittu NOVA on täällä taas - entistäkin ehompana!  
                                        ",jimms.fi/fi/Product/Show/153212/bfc-nvm-300-wwgkw-rp/bitfenix-nova-mesh-tg-ikkunallinen-e-atx-miditornikotelo-valkoinen
"
Lian Li DK-04F -pöytäkotelo yhdelle järjestelmälle, korkeusäädettävä, musta
","1 573,90 
                                        ","Uudelleenmäärittele High-end ja luksus!  
                                        ",jimms.fi/fi/Product/Show/164650/dk-04f/lian-li-dk-04f-poytakotelo-yhdelle-jarjestelmalle-korkeusaadettava-musta
"
Streacom BC1 Open Benchtable, avoin testipenkki, hopea
","139,90 
                                        ","Helposti mukana kulkeva avoin testipenkki niin ammattilaisten kuin intoilijoidenkin makuun!  
                                        ",jimms.fi/fi/Product/Show/164624/st-bc1-1s/streacom-bc1-open-benchtable-avoin-testipenkki-hopea
"
Thermaltake Core P5 Tempered Glass Edition, ATX-miditornikotelo, musta
","319,00 
                                        ","Modulaarisuutta ja erinomaista näkyvyyttä kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/140895/ca-1e7-00m1wn-03/thermaltake-core-p5-tempered-glass-edition-atx-miditornikotelo-musta
"
LC-Power LC-1350mi Mini-ITX-kotelo. 75W
","59,00 
                                        ",,jimms.fi/fi/Product/Show/72138/case-1350mi/lc-power-lc-1350mi-mini-itx-kotelo-75w
"
Thermaltake Core P90 Tempered Glass Edition, ikkunallinen ATX-miditornikotelo, musta
","187,00 
                                        ","Modulaarinen ja avoin kotelovaihto, joka mahdollistaa komponenttiesi esittelyn!  
                                        ",jimms.fi/fi/Product/Show/141468/ca-1j8-00m1wn-00/thermaltake-core-p90-tempered-glass-edition-ikkunallinen-atx-miditornikotelo-musta
"
Jonsbo V4 Black, mATX-kuutiokotelo, musta
","57,90 
                                        ","Ajattoman tyylikäs alumiinikotelo astetta pienemmille kokoonpanoille!  
                                        ",jimms.fi/fi/Product/Show/162357/v4-black/jonsbo-v4-black-matx-kuutiokotelo-musta
"
Fractal Design Define 7 Gray - Solid -miditornikotelo, harmaa
","159,90 
                                        ","Uudelleenmääriteltyä monipuolisuutta!  
                                        ",jimms.fi/fi/Product/Show/160033/fd-c-def7a-07/fractal-design-define-7-gray-solid-miditornikotelo-harmaa
"
Zalman Z3 Neo, ikkunallinen miditornikotelo, musta
","52,40 
                                        ","Minimalistista tyyliä!  
                                        ",jimms.fi/fi/Product/Show/165796/z3-neo/zalman-z3-neo-ikkunallinen-miditornikotelo-musta
"
Streacom DA2, Mini-ITX -kotelo, musta
","229,90 
                                        ","Kompakti kotelo ilman kompromisseja!  
                                        ",jimms.fi/fi/Product/Show/148595/st-da2b/streacom-da2-mini-itx-kotelo-musta
"
Corsair Graphite Series 760T, ikkunallinen ATX Full-tornikotelo, musta
","216,20 
                                        ",,jimms.fi/fi/Product/Show/117078/cc-9011073-ww/corsair-graphite-series-760t-ikkunallinen-atx-full-tornikotelo-musta
"
Raijintek Arcadia II, ikkunallinen ATX-miditornikotelo, musta
","37,90 
                                        ","Raijintek tarjoaa näyttävän majatalon komponenteillesi!  
                                        ",jimms.fi/fi/Product/Show/145256/0r20a00074/raijintek-arcadia-ii-ikkunallinen-atx-miditornikotelo-musta
"
Jonsbo UMX4 Silver -miditornikotelo, hopea
","141,70 
                                        ","Tyylikäs kotikolo komponenteillesi Jonsbolta!  
                                        ",jimms.fi/fi/Product/Show/162172/01-umx4sr-00/jonsbo-umx4-silver-miditornikotelo-hopea
"
LC-Power LC-1340mi - Mini-ITX kotelo, 75W, musta
","49,00 
                                        ",,jimms.fi/fi/Product/Show/66189/lc-1340mi/lc-power-lc-1340mi-mini-itx-kotelo-75w-musta
"
Fractal Design Define XL R2 Titanium Grey ATX-kotelo, Titaani
","144,90 
                                        ",,jimms.fi/fi/Product/Show/78316/fd-ca-def-xl-r2-ti/fractal-design-define-xl-r2-titanium-grey-atx-kotelo-titaani
"
Jonsbo U1 PLUS Black, ikkunallinen Mini-ITX -kotelo, musta
","73,90 
                                        ","Kun kaipaat laatua, valitse Jonsbo!  
                                        ",jimms.fi/fi/Product/Show/162348/u1plus-black/jonsbo-u1-plus-black-ikkunallinen-mini-itx-kotelo-musta
"
Jonsbo U3 Silver, mATX-kotelo, hopea
","78,90 
                                        ","Kun kaipaat laatua, valitse Jonsbo!  
                                        ",jimms.fi/fi/Product/Show/162349/u3-silver/jonsbo-u3-silver-matx-kotelo-hopea
"
BitFenix Prodigy Midnight Black, Mini-ITX kotelo
","79,90 
                                        ",,jimms.fi/fi/Product/Show/73120/bfc-pro-300-kkxsk-rp/bitfenix-prodigy-midnight-black-mini-itx-kotelo
"
Corsair Obsidian Series 500D, ikkunallinen ATX -miditornikotelo, musta
","164,90 
                                        ","Karkaistua lasia sen olla pitää!  
                                        ",jimms.fi/fi/Product/Show/133252/cc-9011116-ww/corsair-obsidian-series-500d-ikkunallinen-atx-miditornikotelo-musta
"
BitFenix Comrade, ATX-miditornikotelo ikkunalla, valkoinen
","44,90 
                                        ",,jimms.fi/fi/Product/Show/120159/bfc-com-100-wwwk1-rp/bitfenix-comrade-atx-miditornikotelo-ikkunalla-valkoinen
"
MSI MAG FORGE 100M, ikkunallinen ATX-miditornikotelo, musta
","64,90 
                                        ","Tämän kotelon uumenissa kelpaa takoa bittejä!  
                                        ",jimms.fi/fi/Product/Show/157425/306-7g03m21-809/msi-mag-forge-100m-ikkunallinen-atx-miditornikotelo-musta
"
Kolink Rocket Heavy, alumiininen ikkunallinen Mini-ITX -kotelo, Gunmetal Grey
","125,90 
                                        ","Näyttävä pikkukotelo iskee raketin tavoin!  
                                        ",jimms.fi/fi/Product/Show/163907/rocket-heavy/kolink-rocket-heavy-alumiininen-ikkunallinen-mini-itx-kotelo-gunmetal-grey
"
Cooler Master Silencio S400, ikkunallinen minitornikotelo, musta
","119,90 
                                        ","Hiljaisuudella on jatko-osa!  
                                        ",jimms.fi/fi/Product/Show/162727/mcs-s400-kg5n-s00/cooler-master-silencio-s400-ikkunallinen-minitornikotelo-musta
"
Cooler Master Elite 110, Mini-ITX kotelo, musta
","69,00 
                                        ",,jimms.fi/fi/Product/Show/110958/rc-110-kkn2/cooler-master-elite-110-mini-itx-kotelo-musta
"
Phanteks Enthoo Evolv Shift X, ikkunallinen mITX -kotelo, musta
","169,00 
                                        ","Äärimmäisen näyttävä kotelovaihtoehto Mini ITX -kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/132492/ph-es217xe-bk/phanteks-enthoo-evolv-shift-x-ikkunallinen-mitx-kotelo-musta
"
HG-Computers Osmi 3.1 alumiininen mITX-kotelo, musta
","241,40 
                                        ","Tyyli rakentuu pienistä palikoista!  
                                        ",jimms.fi/fi/Product/Show/162592/0705632752203/hg-computers-osmi-3_1-alumiininen-mitx-kotelo-musta
"
Phanteks Eclipse P350X, ikkunallinen E-ATX-miditornikotelo, musta/valkoinen
","79,90 
                                        ","Digitaalinen RGB valaiskoon tulevaisuuttasi!  
                                        ",jimms.fi/fi/Product/Show/142223/ph-ec350ptg-dbw/phanteks-eclipse-p350x-ikkunallinen-e-atx-miditornikotelo-musta-valkoinen
"
Phanteks Enthoo Pro, ATX-tornikotelo
","102,30 
                                        ",,jimms.fi/fi/Product/Show/98050/ph-es614pc-bk/phanteks-enthoo-pro-atx-tornikotelo
"
Antec VSK2000 U3, mATX -kotelo, musta
","48,00 
                                        ",,jimms.fi/fi/Product/Show/131011/0-761345-92003-2/antec-vsk2000-u3-matx-kotelo-musta
"
Phanteks Eclipse P300 Tempered Glass, ikkunallinen ATX -miditornikotelo, musta/valkoinen
","59,90 
                                        ","Budjettiluokan kotelo, joka asettaa uudet standardit!  
                                        ",jimms.fi/fi/Product/Show/140926/ph-ec300ptg-bw/phanteks-eclipse-p300-tempered-glass-ikkunallinen-atx-miditornikotelo-musta-valkoinen
"
Jonsbo RM3 Silver, ikkunallinen mATX-kotelo, hopea
","114,90 
                                        ","Tyylikäs kotelovaihtoehto mATX-kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/162310/rm3-silver/jonsbo-rm3-silver-ikkunallinen-matx-kotelo-hopea
"
Kolink Phalanx V2 ARGB, ikkunallinen miditornikotelo, musta
","89,90 
                                        ","ARGB-wow versio2!  
                                        ",jimms.fi/fi/Product/Show/164385/phalanx-v2/kolink-phalanx-v2-argb-ikkunallinen-miditornikotelo-musta
"
Fractal Design Define 7 Compact - White TG Light, ikkunallinen miditornikotelo, valkoinen/hopea
","109,90 
                                        ","Todellinen tilaihme, joka tarjoaa kokoistaan monipuolisemmat ominaisuudet!  
                                        ",jimms.fi/fi/Product/Show/166012/fd-c-def7c-04/fractal-design-define-7-compact-white-tg-light-ikkunallinen-miditornikotelo-valkoinen-hopea
"
Phanteks Eclipse P300 Tempered Glass, ikkunallinen ATX -miditornikotelo, musta/punainen
","59,90 
                                        ","Budjettiluokan kotelo, joka asettaa uudet standardit!  
                                        ",jimms.fi/fi/Product/Show/140925/ph-ec300ptg-br/phanteks-eclipse-p300-tempered-glass-ikkunallinen-atx-miditornikotelo-musta-punainen
"
Phanteks Enthoo Evolv Shift, ikkunallinen mITX -kotelo, harmaa
","119,00 
                                        ","Äärimmäisen näyttävä kotelovaihtoehto Mini ITX -kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/132494/ph-es217e-ag/phanteks-enthoo-evolv-shift-ikkunallinen-mitx-kotelo-harmaa
"
MSI MAG FORGE 100R, ikkunallinen ATX-miditornikotelo, musta
","74,90 
                                        ","Tämän kotelon uumenissa kelpaa takoa bittejä!  
                                        ",jimms.fi/fi/Product/Show/157424/306-7g03r21-809/msi-mag-forge-100r-ikkunallinen-atx-miditornikotelo-musta
"
Fractal Design Define 7 Compact - White -miditornikotelo, valkoinen/hopea
","99,90 
                                        ","Todellinen tilaihme, joka tarjoaa kokoistaan monipuolisemmat ominaisuudet!  
                                        ",jimms.fi/fi/Product/Show/166014/fd-c-def7c-05/fractal-design-define-7-compact-white-miditornikotelo-valkoinen-hopea
"
Streacom DA2, Mini-ITX -kotelo, hopea
","229,90 
                                        ","Kompakti kotelo ilman kompromisseja!  
                                        ",jimms.fi/fi/Product/Show/148594/st-da2s/streacom-da2-mini-itx-kotelo-hopea
"
SilverStone FARA B1, ikkunallinen ATX-miditornikotelo, musta
","54,90 
                                        ","Tyylikäs ja edukseen erottuva miditornikotelo!  
                                        ",jimms.fi/fi/Product/Show/158461/sst-fab1b-g/silverstone-fara-b1-ikkunallinen-atx-miditornikotelo-musta
"
Antec DP501, ikkunallinen ATX-miditornikotelo, musta
","69,90 
                                        ","Minimaalinen miditornikotelo pelaajille!  
                                        ",jimms.fi/fi/Product/Show/155136/0-761345-80019-8/antec-dp501-ikkunallinen-atx-miditornikotelo-musta
"
BitFenix Aurora, ikkunallinen E-ATX -kotelo, musta
","96,90 
                                        ","Tyylikäs kotelovaihtoehto kattavin ja näyttävin ominaisuuksin!  
                                        ",jimms.fi/fi/Product/Show/122926/bfc-ara-300-kkwsk-rp/bitfenix-aurora-ikkunallinen-e-atx-kotelo-musta
"
Inter-Tech 4U 4408 -serverikotelo, 4U, musta/harmaa
","215,00 
                                        ",,jimms.fi/fi/Product/Show/151796/88887191/inter-tech-4u-4408-serverikotelo-4u-musta-harmaa
"
SilverStone PS07B Micro-ATX -kotelo, musta
","89,00 
                                        ",,jimms.fi/fi/Product/Show/67279/sst-ps07b/silverstone-ps07b-micro-atx-kotelo-musta
"
Phanteks Enthoo EVOLV ITX Tempered Glass Edition, ikkunallinen Mini ITX -tornikotelo, musta
","87,90 
                                        ","Pieni koko, suuret ominaisuudet!  
                                        ",jimms.fi/fi/Product/Show/133005/ph-es215ptg-bk/phanteks-enthoo-evolv-itx-tempered-glass-edition-ikkunallinen-mini-itx-tornikotelo-musta
"
Phanteks Eclipse P400S - Tempered Glass Edition, ikkunallinen miditornikotelo, harmaa
","94,90 
                                        ","Tyylikäs ja ominaisuuksiltaan rikas kotelovaihtoehto joka tarjoaa mm. karkaistusta lasista valmistetun sivupaneelin!  
                                        ",jimms.fi/fi/Product/Show/124861/ph-ec416pstg-ag/phanteks-eclipse-p400s-tempered-glass-edition-ikkunallinen-miditornikotelo-harmaa
